GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABI2,4477.712944366156,-0.08633521561364112,0.11777791137352078,-0.7330340180667466,0.46353768152798036,0.5300172205840803
ABI3BP,3655.3740896711442,-1.1708599428384432,0.2748466353264971,-4.260048304566471,2.0438272809595433e-5,5.853857404356869e-5
ABITRAM,1378.2993947464206,0.1708430876872628,0.08201520885146593,2.0830659347179017,0.037245213944964245,0.05622447869693966
ABL1,6491.642998627493,-0.16433970793167985,0.0732736232894978,-2.242822185582222,0.024908283231694906,0.03895464269237907
ABL2,3168.2198056839725,0.3435978078773085,0.09163358055585064,3.7496931342531763,1.7705109403101963e-4,4.293433213387778e-4
ABLIM1,12430.706293485986,-1.1769329517177953,0.13239316213994975,-8.889680801442651,6.128470751229194e-19,1.618825447062327e-17
ABLIM3,4114.937814621622,-1.0997294843591865,0.21789468195232678,-5.047068953246856,4.4863946850665096e-7,1.752099305317404e-6
ABR,5445.002502317417,-0.11916969932236231,0.08759983447568373,-1.3603872659764198,0.17370740600815782,0.22454916762146243
ABRACL,1870.4805621057462,0.9327177299257053,0.1684294209283806,5.53773636924344,3.0640601489657145e-8,1.4811934807594441e-7
ABRAXAS2,1601.636189317158,0.0252545601491733,0.05754036576749535,0.4389016269243051,0.6607328178320906,0.7145367274159882
ABT1,1701.6717242033474,0.24418152716464928,0.09480454487610822,2.5756310257461683,0.010005735556648434,0.017006389849244245
ABTB1,1935.9964030743436,-0.5468782313915663,0.1320285201117847,-4.142121951594553,3.441072788514533e-5,9.521126578868268e-5
ACAA1,3036.508317975151,0.08292647413801524,0.13205428664590507,0.6279726031187246,0.5300218875523963,0.5936813197595866
ACAA2,4314.055038982764,-1.1146093226959486,0.14953576039741348,-7.453797805512934,9.069095335222406e-14,1.126606610441388e-12
ACACA,8752.604875641702,0.2377781637934764,0.17263295600515097,1.377362522752502,0.16840019374135495,0.2184816978576613
ACACB,10487.644821588023,-3.281626993728539,0.26752158958997385,-12.266774426535957,1.3658696471347185e-34,2.79422056536177e-32
ACAD10,1839.7819739526717,0.2540785560503463,0.07862263338706924,3.2316210371571406,0.0012309018120597306,0.0025053177228946464
ACAD8,1793.3519413563765,-0.2833551801584461,0.1069987555094572,-2.648210054493591,0.008091922895694036,0.013990979795378196
ACAD9,2840.1961313848115,0.12688471936738294,0.0845885731313297,1.5000219848889695,0.13360870777169556,0.17756015552520424
ACADM,4216.710120509734,-0.6827708819965246,0.15078834792606274,-4.528008240605654,5.954226024618089e-6,1.891932690902278e-5
ACADS,1862.0953276706955,-1.2256832454230586,0.20142080560323805,-6.08518688897228,1.163555050633666e-9,7.2317917335764055e-9
ACADSB,6279.938623826806,0.22394470882379097,0.18027148863332015,1.2422636020902007,0.2141393199554571,0.2699907633584736
ACADVL,15257.07914876832,-0.5017510764950435,0.15454595530001303,-3.2466140930121203,0.0011678662730616191,0.0023938216683777997
ACAP2,3962.2251466195894,-0.13633021183998092,0.0906352178474274,-1.5041637795749012,0.1325392013811345,0.1763094108023808
ACAP3,2092.2324493852816,0.9863156569918295,0.1378184143750816,7.1566318729187275,8.268333989901884e-13,8.641307751402893e-12
ACAT1,5128.330412710721,-0.7354680809748673,0.18950476324492813,-3.8810005003636827,1.0402762692836939e-4,2.6300963263641117e-4
ACAT2,1340.5402370289721,0.4305368546455159,0.12740363346106695,3.379313783677001,7.26670171608504e-4,0.0015571503677325085
ACBD3,5218.354158147685,0.5635483196640557,0.08370342427244883,6.732679392299951,1.665668245777295e-11,1.4402338294198466e-10
ACBD5,2650.7742288993763,0.15680252657518887,0.10443502677809074,1.501436169575285,0.13324278462828365,0.17712282236982543
ACBD6,2365.6038623832073,0.6623311151029257,0.09161707548690033,7.229341381865302,4.853420033516241e-13,5.351563488791131e-12
ACCS,960.4193265219548,-0.6166719951210387,0.14361822755385242,-4.293828197328264,1.756183908422739e-5,5.0860567106881425e-5
ACE,1372.7081717350677,-0.08770122911604239,0.14719868490556082,-0.5958017163829243,0.5513076969756401,0.6145169842824924
ACER3,2696.7152110011016,-0.03687908764339865,0.1754937315313457,-0.2101447574314728,0.8335546939290477,0.8650435382760706
ACIN1,9852.05751662176,0.2576190099736818,0.06805374007876307,3.785523171474814,1.5338554024510757e-4,3.762249922083442e-4
ACKR1,3454.7433081414997,-2.3961591801422406,0.31588215842764494,-7.58561101415007,3.3092384054434515e-14,4.388734795632936e-13
ACKR3,3261.758184100181,-1.0583670753765897,0.2376866043830245,-4.452783858492355,8.476407033426215e-6,2.616393374844079e-5
ACLY,12151.839956589014,0.30577957969415165,0.1126187270073211,2.7151752450040885,0.006624070809373649,0.011641462407627059
ACO1,6200.052852592366,-1.7893746131975843,0.18586991291757263,-9.627026693616168,6.148275174961293e-22,2.345859754256065e-20
ACO2,5740.811393672289,-0.18771843467978733,0.1493798702343882,-1.2566514777743685,0.20887986552520627,0.26412592124146705
ACOT13,1633.2170171260123,0.3271465043810292,0.10219859977847978,3.201085974662417,0.0013691067449633928,0.0027574280169298327
ACOT2,1493.0274251947556,-0.2677340633413826,0.15132687063818748,-1.7692433750349401,0.0768532685596887,0.10846090961417978
ACOT4,703.3373407549402,0.6596785501259442,0.1981559674390157,3.3290874791795826,8.713103257268834e-4,0.001830779891141605
ACOT7,1339.5493472881763,0.9599433529205548,0.16609478264476782,5.7794913099324505,7.492682406871081e-9,4.0678792400940395e-8
ACOT9,1728.8886974792765,-0.36246066282219336,0.1253586567467224,-2.8913891727040237,0.0038354284278296533,0.007039061716660072
ACOX1,5770.993860576665,-0.43286980996947133,0.11804434714689363,-3.6670100723316374,2.4540313219401766e-4,5.77330833385241e-4
ACOX2,1338.3104092272683,0.12180281304029159,0.2565012159715121,0.47486251704093063,0.634884969489335,0.6917972553989071
ACOX3,1938.7993002912258,0.2529072057228875,0.13874106015437088,1.8228720858950418,0.06832276659245627,0.09752425783647076
ACP1,4490.242410670383,0.4351073455099484,0.07304368900617558,5.9568095673968715,2.572096579168312e-9,1.5006497942174343e-8
ACP2,3025.731615002579,0.4120575853672022,0.09711617327925051,4.242934739431717,2.206156066906242e-5,6.283231807850567e-5
ACP5,3595.4341519083223,0.17585955776166898,0.20562011025251922,0.8552643880294504,0.3924047977591323,0.4584413281232147
ACP6,1313.8673732600753,0.28228182395747103,0.14567218599422604,1.9377880686753732,0.05264908401427886,0.07700348992961535
ACSF2,3316.958823101819,-0.04195977460841593,0.19384095243260227,-0.21646496306297905,0.8286253331448705,0.8611362492637192
ACSF3,1336.0157214041349,0.14603761798046733,0.10368667566048677,1.4084511539231437,0.15899752110772283,0.2075711018941962
ACSL1,22135.141130559416,-2.331183592991929,0.2743855537380402,-8.496014317202514,1.9621180676831226e-17,4.387387260644936e-16
ACSL3,12150.202983352892,0.18567424700017313,0.15840892866858294,1.1721198328954905,0.2411489483360372,0.29987676387105505
ACSL4,3392.880305236998,-1.1767667402782847,0.16916683568538182,-6.956249642612263,3.494504058927989e-12,3.3465793353179894e-11
ACSL5,1816.5724790927675,-1.157745040561262,0.17167088392011223,-6.743980191189692,1.541055589700343e-11,1.3433589750651676e-10
ACSS1,3161.2615922374093,0.4974606746246089,0.16189634755511323,3.0727109174298195,0.0021212386957007,0.0041099984667621265
ACSS2,5113.691100641268,-1.5292119010459535,0.14870469007945242,-10.283548556732816,8.359200158369288e-25,4.5666880410636763e-23
ACSS3,2369.825265087126,-1.1719191675834482,0.25082194070807334,-4.672315206058554,2.9782343435626784e-6,1.0047622180124614e-5
ACTA2,31256.10866525547,-1.4845148243677002,0.18276623147719834,-8.122478711571542,4.56757639463879e-16,8.11779057938114e-15
ACTB,234733.7778583112,0.14421601989331256,0.094750171515489,1.5220660563103812,0.1279925300661084,0.17082845316291395
ACTG1,181981.93495754505,0.4920057406310409,0.09488444337409573,5.185315138449374,2.1564990016362128e-7,8.902850107656584e-7
ACTG2,8316.389066006413,-1.1539312367944956,0.37740110087402967,-3.0575725246219116,0.002231376383363824,0.004296952518734862
ACTL6A,3466.484813384772,0.7745101081986376,0.09503667043582674,8.149592201061205,3.6515353746259915e-16,6.599532448689644e-15
